,OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
0,7,WOODSHED OF BIG CABIN,"I-44, EXIT 283 & US-69",Big Cabin,OK,307,3.00733333,36.561270,-95.217800
1,9,KWIK TRIP #796,"I-94, EXIT 143 & US-12 & SR-21",Tomah,WI,420,3.28733333,44.028320,-90.387240
2,20,PILOT TRAVEL CENTER #1243,"I-8, EXIT 119 & SR-85",Gila Bend,AZ,930,3.899,32.947210,-112.717680
3,20,PILOT #1243,"I-8, EXIT 119 & SR-85",Gila Bend,AZ,930,3.899,32.947210,-112.717680
4,28,LITTLEFIELD EXPRESS #2,"I-540, EXIT 12 & US-71",Fort Smith,AR,645,3.399,35.379020,-94.421190
5,35,ACI TRUCK STOP,US-46,Columbia,NJ,90,3.079,40.890080,-75.064230
6,36,SHENANDOAH TRUCK CENTER,"I-81, EXIT 273 & SR-703/SR-292",Mount Jackson,VA,60,2.899,38.760970,-78.631300
7,44,CIRCLE K #2612042,"I-35,  EXIT 271",Jarrell,TX,595,2.919,30.804500,-97.616140
8,46,PETRO STOPPING CENTER #348,"I-85,  EXIT 22 & CR-138",Shorter,AL,720,3.154,32.375720,-85.849510
9,49,TA SEYMOUR TRAVEL CENTER,"I-65, EXIT 50 & US-50 & US-31",Seymour,IN,415,3.959,38.882710,-85.818710
10,50,TA COUNCIL BLUFFS TRAVEL CENTER,"I-29 & I-80, EXIT 3",Council Bluffs,IA,319,3.72566666,41.232080,-95.849050
11,56,TOPS TRUCK STOP,"I-94, EXIT 182 & US-83",Sterling,ND,390,3.51566666,46.808320,-100.289200
12,75,Good 2 Go #709,US-50,Montrose,CO,810,3.424,38.490740,-107.876060
13,77,OASIS TRAVEL PLAZA,US-13,Laurel,DE,243,3.229,38.550690,-75.556210
14,79,DELAWARE TRUCK PLAZA,US-13 & US-40,New Castle                              ,DE,243,3.249,39.684260,-75.587090
15,81,One9 #89,"I-75, EXIT 224",Ellenton,FL,225,3.439,27.530170,-82.508060
16,85,DOWNIEVILLE FUEL STOP,"I-70, EXIT 234",Dumont,CO,800,3.459,39.764370,-105.593050
17,91,MOLLYS FOOD & FUEL,"I-20 & ST 22, EXIT 55",Crawfordville                           ,GA,135,3.499,33.554050,-82.893640
18,105,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",Bridgeport,MI,260,3.269,43.350740,-83.864390
19,105,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",Bridgeport,MI,260,3.339,43.350740,-83.864390
20,105,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",Bridgeport,MI,260,3.429,43.350740,-83.864390
21,105,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",Bridgeport,MI,260,3.289,43.350740,-83.864390
22,105,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",Bridgeport,MI,260,3.399,43.350740,-83.864390
23,105,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",Bridgeport,MI,260,3.299,43.350740,-83.864390
24,118,Lupton Truck Stop #567,"I-40, EXIT 359",Lupton,AZ,580,3.299,35.353590,-109.053510
25,121,PETRO STOPPING CENTER #306,"I-10, EXIT 200",Eloy,AZ,930,3.474,32.331900,-109.518550
26,127,CIRCLE K #4700095,US-41,Henderson,KY,340,3.609,37.875190,-87.567930
27,128,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",Effingham                               ,IL,510,3.399,39.116630,-88.569680
28,128,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",Effingham                               ,IL,510,3.349,39.116630,-88.569680
29,128,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",Effingham                               ,IL,510,3.549,39.116630,-88.569680
30,135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,290,3.589,41.407750,-90.011290
31,135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,290,3.389,41.407750,-90.011290
32,135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,290,3.449,41.407750,-90.011290
33,147,SPEEDWAY #8039,"I-69, EXIT 234 & SR-67",Daleville,IN,375,3.624,40.108710,-85.568710
34,149,RAYS TRUCK WASH,"I-69, EXIT 309 & US-30",Fort Wayne                              ,IN,370,3.59233333,41.096800,-85.213090
35,151,CUBBYS #2101,"I-80, EXIT 211 & SR-47",Gothenburg,NE,475,3.13233333,40.918170,-100.166760
36,159,PILOT TRAVEL CENTER #87,"I-10, EXIT 343",Jacksonville,FL,75,3.859,30.334950,-81.400310
37,159,PILOT TRAVEL CENTERS #87,"I-10, EXIT 343",Jacksonville,FL,75,3.859,30.334950,-81.400310
38,160,PILOT TRAVEL CENTERS #79,"I-12, EXIT 10 AT MILE 10",Denham Springs                          ,LA,600,3.23233333,30.456300,-90.951770
39,164,FLYING J TRAVEL PLAZA #650,"I-94, EXIT 15 B",Lake Station                            ,IN,365,3.809,41.583090,-87.239910
40,167,FLYING J TRAVEL PLAZA #653,RT 2 & I-65 EXIT 240,Hebron,IN,365,3.43566666,41.317160,-87.199950
41,174,Hop-In Food Stores,US-59 & SR-224,Nacogdoches                             ,TX,618,2.859,31.600130,-94.685950
42,184,SAPP BROS TRAVEL CENTER,"I-29 & I-80, EXIT 1B",Council Bluffs,IA,486,3.719,41.232080,-95.849050
43,186,COFFEE CUP FUEL STOP #5,"I-90, EXIT 154 & US-16",Moorcroft                               ,WY,822,3.239,44.263530,-104.952820
44,187,DUDLEYS CORNER,"I-35, EXIT 165 & SR-3",Latimer,IA,433,3.23233333,42.745430,-93.399910
45,191,KUM & GO #0302,"I-35, EXIT 193 & SR 106",Clear Lake,IA,433,3.18566666,43.150290,-93.355940
46,192,Brew Stuart Truckstop,"I-80, EXIT 93",Stuart                                  ,IA,320,3.099,41.492900,-94.322390
47,195,PETRO STOPPING CENTER #311,"I-40 & I-55, EXIT 280",West Memphis,AR,435,3.36733333,35.168560,-90.186890
48,198,SINCLAIR,"I-76, EXIT 115",Atwood,CO,800,3.299,40.539830,-103.224640
49,199,PETRO STOPPING CENTER #366,"I-70, EXIT 252",Salina,KS,523,3.80566666,38.875990,-97.616950
50,203,PILOT TRAVEL CENTER #31,"I-80/94, EXIT 2",Highland,IN,365,3.829,41.433460,-73.915900
51,203,PILOT TRAVEL CENTERS #31,"I-80/94, EXIT 2",Highland,IN,365,3.799,41.433460,-73.915900
52,207,MARATHON,SR-32,Sardinia                                ,OH,300,3.56566666,39.004530,-83.782790
53,216,CIRCLE K #2721593,"I-10, EXIT 50",Ocean Springs,MS,715,3.41566666,30.454020,-88.846460
54,217,NORTH 9TH 24/7,"I-70, EXIT 252",Salina,KS,523,3.02566666,38.875990,-97.616950
55,231,DERBY CITYS TRUCK PLAZA,"I-75, EXIT 62 & US-25",Mount Vernon,KY,410,2.999,37.352470,-84.339300
56,235,PILOT TRAVEL CENTERS #92,"I-75, EXIT 358",Ocala,FL,225,3.359,29.263200,-82.191630
57,235,PILOT TRAVEL CENTER #92,"I-75, EXIT 358",Ocala,FL,225,3.41233333,29.263200,-82.191630
58,240,LA 1 SOUTH TRUCKSTOP,"I-10, EXIT 153 & SR-1",Port Allen,LA,600,3.039,30.451760,-91.210400
59,243,SAVE,US-41 & SR-10,Lake Village,IN,399,3.179,41.144390,-87.389960
60,244,BIG D TRUCK TRAVEL PLAZA,"I-10, EXIT 92 & SR-95",Duson,LA,725,2.98233333,30.241060,-92.176260
61,248,Mardi Gras Truck Stop,"I-10, EXIT 236",New Orleans,LA,725,3.729,30.112650,-89.890790
62,250,GOLDEN OX TRUCK STOP,"I-70/US-40, EXIT 159 & US-183",Hays,KS,523,3.499,38.913420,-99.357950
63,253,LOVES TRAVEL STOP #450,"I-40, EXIT 280 & I-55, EXIT 4",West Memphis,AR,435,3.32566666,35.139100,-90.099370
64,256,BFS FOODS #66,"I-68/US-40, EXIT 22 & US-219",Grantsville                             ,MD,165,3.899,40.569280,-112.308640
65,257,PILOT TRAVEL CENTER #917- TOWN PUMP,I-15 & 31ST STREET EXIT 277,Great Falls                             ,MT,815,3.63566666,47.508040,-111.253810
66,263,CASEYS #3956,I-94 EXIT 16,Bridgman,MI,465,3.559,41.926390,-86.570200
67,267,CORNER MARKET #117,SR-154 & SR-129,Dodge City,KS,357,3.399,37.748550,-99.979060
68,269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.299,41.922890,-83.360920
69,269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.249,41.922890,-83.360920
70,269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.439,41.922890,-83.360920
71,269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.349,41.922890,-83.360920
72,269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe                                  ,MI,325,3.559,41.922890,-83.360920
73,278,CARLISLE PLAZA,US-41,Carlisle,IN,510,3.499,38.970140,-87.406540
74,281,CIRCLE K #4700065,"I-65, EXIT 76 & US-31",Taylorsville,IN,375,3.399,31.894910,-89.349570
75,289,LOVES TRAVEL STOP #173,"I-70, MM 209",Lawrence,KS,553,3.229,39.008800,-95.158440
76,292,PETES #56,US-169 & CR-5000,Cherryvale,KS,307,3.23233333,39.980370,-105.212850
77,293,LOVES TRAVEL STOP #176,"I-35, MILE MARKER 97",Matfield Green,KS,336,3.25566666,38.182950,-96.459900
78,304,FL Roberts,"I-91, EXIT 4",Springfield,MA,100,3.599,42.156740,-72.650650
79,309,QUIKTRIP #231,"I-635, EXIT 3",Kansas City,KS,400,3.199,39.094110,-94.680740
80,323,SAPP BROS TRAVEL CENTER,"I-80, EXIT 126",Ogallala,NE,475,3.46566666,41.115070,-101.720480
81,326,FLYING J TRAVEL PLAZA #748,"I-15, EXIT 357",Willard                                 ,UT,835,3.749,41.415920,-112.050620
82,341,TA JACKSONVILLE SOUTH TRAVEL CENTER,"I-95, EXIT 329",Saint Johns,FL,75,3.469,30.075210,-81.498800
83,347,7-ELEVEN #40514,I-90/80-IN TOLL RD MM 22E,Portage,IN,365,3.99066666,41.580190,-87.173220
84,358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.769,42.169400,-75.896420
85,358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.689,42.169400,-75.896420
86,358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.699,42.169400,-75.896420
87,358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.739,42.169400,-75.896420
88,361,CIRCLE K #2726293,"I-295, EXIT 25",Jacksonville,FL,75,3.31566666,30.367420,-81.760850
89,368,WILTON TRAVEL PLAZA,"I-87, EXIT 16",Gansevoort                              ,NY,12,3.749,43.166530,-73.714160
90,368,WILTON TRAVEL PLAZA,"I-87, EXIT 16",Gansevoort                              ,NY,12,3.799,43.166530,-73.714160
91,372,GAS DEPOT,"I-94, EXIT 5",Hammond,IN,365,3.999,41.571340,-87.438960
92,381,7-Eleven #41830,US-69 & US-135,Jacksonville,TX,630,2.91566666,32.127610,-95.305060
93,387,Circle K #2709664,"I-8, EXIT 12",Yuma,AZ,930,3.489,32.670380,-114.449360
94,388,Pilot Travel Centers #14,"I-71, EXIT 131",Sunbury,OH,315,3.719,40.269380,-82.927280
95,391,PILOT TRAVEL CENTERS #13,"I-71, EXIT 209",Seville,OH,305,3.699,41.036060,-81.880400
96,403,TRUCKOMAT OF HEBRON,"I-70, EXIT 126 & SR-37",Hebron,OH,315,3.429,39.942460,-82.539810
97,407,FUEL MART #641,"I-80 & I-280, EXIT 71",Perrysburg                              ,OH,550,3.499,41.523470,-83.457010
98,421,PETRO STOPPING CENTER #316,"I-40 & I-35, EXIT 127",Oklahoma City,OK,483,3.30233333,35.338900,-97.492330
99,424,E EXPRESS,"I-40, EXIT 166",Choctaw,OK,483,2.899,35.390440,-97.259280
100,425,Neighbors Express,"I-16, EXIT 51",Dublin                                  ,GA,85,3.299,32.488190,-82.938720
101,442,WESTERN COOP,US-385 & SR-2,Alliance,NE,795,3.324,42.096670,-102.898370
102,455,MR FUEL #753,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.26566666,37.938370,-77.472700
103,456,THE COUNTRY OASIS,US-24,Woodburn                                ,IN,370,3.399,41.138140,-84.867020
104,458,HAPPY HILLS GAS & COFFEE,I-29 EXIT 110,Rock Port,MO,400,3.399,40.403300,-95.553110
105,460,TRUCK STOP 44,I-20 EXIT 44,Gilbert,SC,135,3.079,33.868330,-81.386970
106,461,SPINX #271,"I-26, EXIT 145 & US-601",Orangeburg,SC,42,3.26233333,33.486850,-80.862530
107,469,LOAF N JUG #750010,US-160 & SR-17,Alamosa,CO,803,3.259,37.577430,-105.861760
108,474,KEWANEE 1 STOP,"I-20, EXIT 169 & US-80",Toomsuba,MS,705,3.299,32.423570,-88.453460
109,478,GASTRAK OF PEMBINA,"I-29, EXIT 215",Pembina                                 ,ND,355,3.299,48.967400,-97.258330
110,483,ALLSUPS #2387,US-54/SR-136/SR-3 & US-64,Guymon,OK,585,2.97566666,36.678740,-101.481580
111,486,LA NORIA CONV STORES,"I-35 N, EXIT 4",Laredo                                  ,TX,693,3.299,27.564660,-99.502630
112,489,EDDIES CORNER,US-87 & US-191,Moore,MT,815,3.749,46.983060,-109.745300
113,491,One9 #403,"I-75, EXIT 117",Heiskell,TN,405,2.999,36.103940,-84.022570
114,496,PILOT TRAVEL CENTERS #270,"I-40 & I-75, EXIT 374",Knoxville,TN,405,3.439,35.904940,-84.149630
115,509,LOVES TRAVEL STOPS #256,"I-10, EXIT 140B",Van Horn,TX,640,3.649,31.050380,-104.831300
116,509,LOVES TRAVEL STOP #256,"I-10, EXIT 140B",Van Horn,TX,640,3.649,31.050380,-104.831300
117,522,GO MART FOOD STORE #57,"I-70 & ST-285, EXIT 186",Lore City                               ,OH,430,3.179,39.983720,-81.459300
118,523,CIRCLE K #2723322,"I-985, EXIT 20 & SR-60",Gainesville,GA,18,3.26566666,34.285470,-83.826100
119,525,FASTBREAK,US-45 ALT,West Point,MS,705,3.059,33.594290,-88.659080
120,546,PLAZA 30,US-30,Wanatah,IN,365,3.499,41.433930,-86.891030
121,557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.389,41.364700,-89.156640
122,557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.589,41.364700,-89.156640
123,557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.449,41.364700,-89.156640
124,557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.289,41.364700,-89.156640
125,559,SHELL MORGAN ROAD TRUCK STOP,"I-40, EXIT 142",Maumelle,AR,695,3.20733333,34.882850,-92.376610
126,566,TA GARY TRAVEL CENTER,"I-80/I-94, EXIT 6",Gary,IN,365,3.83066666,41.569800,-87.409810
127,567,TA ELOY TRAVEL CENTER,"I-10 & I-8, EXIT 203",Eloy,AZ,930,3.459,32.779360,-111.623240
128,572,PILOT TRAVEL CENTER #881,"I-69, EXIT 309A",Fort Wayne                              ,IN,370,3.899,41.118980,-85.189910
129,572,PILOT TRAVEL CENTERS #881,"I-69, EXIT 309A",Fort Wayne                              ,IN,370,3.879,41.118980,-85.189910
130,576,PETRO STOPPING CENTER #343,"I-10, EXIT 76",Egan,LA,600,3.624,30.231880,-92.534660
131,578,LOVES TRAVEL STOP #449,"I-84, EXIT 17",Troutdale,OR,935,3.779,45.544130,-122.405070
132,579,FLYING J TRAVEL PLAZA #764,"I-80, EXIT 104 & US-191",Rock Springs,WY,835,3.67066666,41.589030,-109.225270
133,586,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",Prosser,WA,925,4.399,46.224170,-119.796700
134,586,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",Prosser,WA,925,4.559,46.224170,-119.796700
135,588,TA TUSCALOOSA TRAVEL CENTER,"I-20/I-59, EXIT 77",Cottondale,AL,615,2.964,33.172810,-87.452450
136,591,TA Concordia Travel Plaza,"I-70, EXIT 58 & SR-23",Concordia,MO,400,3.22566666,23.287350,-106.067880
137,599,Sapp Bros Travel Center,"I-80, EXIT 59 & SR-17J",Sidney,NE,475,3.50066666,41.112920,-102.955170
138,602,JIFFY MART EXIT 18 TRUCK STOP,"I-89/SR-120, EXIT 18 & SR-120",Lebanon,NH,12,3.599,43.654790,-72.244080
139,614,TA MAYBROOK TRAVEL CENTER,"I-84, EXIT 5",Montgomery,NY,120,4.359,41.521900,-74.107080
140,628,KWIK FILL #227,"I-90,  EXIT 218",Geneva,OH,305,3.15233333,41.769140,-80.950320
141,629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39948962,53.546240,-113.490370
142,629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39625375,53.546240,-113.490370
143,629,FLYING J #850,TCH-16,Edmonton,AB,80,4.40695023,53.546240,-113.490370
144,629,FLYING J #850,TCH-16,Edmonton,AB,80,4.40630048,53.546240,-113.490370
145,629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39722401,53.546240,-113.490370
146,629,FLYING J #850,TCH-16,Edmonton,AB,80,4.3981947,53.546240,-113.490370
147,636,UNION 76,"I-5, EXIT 233 E",Albany,OR,935,3.379,44.628790,-123.061870
148,651,ONE9 #1366,"I-40, EXIT 126 & US-641",Holladay,TN,460,2.98566666,35.839350,-88.087900
149,652,TA KNOXVILLE EAST TRAVEL CENTER,"I-40 & I-75, EXIT 374",Knoxville,TN,405,3.42566666,35.904940,-84.149630
150,659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.39948962,50.348360,-113.770970
151,659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.59317483,50.348360,-113.770970
152,659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.59114784,50.348360,-113.770970
153,659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.60163996,50.348360,-113.770970
154,659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.59216111,50.348360,-113.770970
155,659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.60231851,50.348360,-113.770970
156,669,PETRO STOPPING CENTER #350,"I-10,  EXIT 4",Canutillo,TX,640,3.499,31.910740,-106.583360
157,672,CROWN POINT TRUCK STOP,"I-295/US-130,EXIT 22",Thorofare,NJ,150,3.549,39.844970,-75.184220
158,680,TA EXPRESS SUMMIT,"I-29, EXIT 207 & US-12",Summit,SD,566,3.20566666,45.310780,-97.051490
159,684,7-ELEVEN #35101,"I-86/SR-17, EXIT 16",Randolph,NY,38,4.499,42.160840,-78.999240
160,689,FLYING EAGLE,"I-235, EXIT 4",Wichita,KS,570,3.499,37.630250,-97.386590
161,692,BP,US-63,Ottumwa,IA,489,3.399,41.015270,-92.423310
162,739,Arco #364420,US-23,Greenup,KY,255,3.649,38.601070,-82.855300
163,748,QUIKTRIP #4231,US-85,Evans,CO,800,3.17233333,40.377380,-104.693540
164,769,AYERCO #26,US-61/US-136,Alexandria,MO,345,3.01566666,40.364320,-91.469130
165,815,Kwik Trip #1508,"US-18/SR-151, EXIT 58",Barneveld,WI,420,3.489,43.010100,-89.897380
166,855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.379,42.308620,-87.877410
167,855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.499,42.308620,-87.877410
168,855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.289,42.308620,-87.877410
169,863,Ocean Fuel,US-301/SR-73,Sylvania,GA,195,3.499,32.749760,-81.638220
170,906,PILOT TRAVEL CENTERS #429,"I-40, EXIT 280",West Memphis,AR,435,3.499,35.153160,-90.082730
171,906,PILOT TRAVEL CENTER #429,"I-40, EXIT 280",West Memphis,AR,435,3.291,35.153160,-90.082730
172,908,CIRCLE K #2704888,"I-65, EXIT 246 & SR-119",Pelham,AL,615,3.46566666,33.332650,-86.788750
173,912,PETRO STOPPING CENTER #319,"I-20/59,  EXIT 100",Mc Calla,AL,615,3.12566666,33.276250,-87.099260
174,936,CASEYS #4254,"I-40, EXIT 129",Conway,AR,695,3.03233333,35.069900,-92.417470
175,970,CIRCLE K #2702885,"I-17/SR-60, EXIT 199A",Phoenix,AZ,930,3.39233333,33.437760,-112.108090
176,977,PILOT TRAVEL CENTER #328,"I-10, EXIT 17",Quartzsite,AZ,930,3.959,33.666620,-114.217480
177,977,PILOT TRAVEL CENTERS #328,"I-10, EXIT 17",Quartzsite,AZ,930,3.959,33.666620,-114.217480
178,981,STINKER #85,"I-15, EXIT 93",Blackfoot,ID,825,3.53233333,43.195580,-112.366280
179,982,CIRCLE K #2701948,"I-8, EXIT 7 & SR-195",Yuma,AZ,900,3.56566666,32.702830,-114.610110
180,1028,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",New Castle,DE,243,3.449,39.721420,-75.538720
181,1028,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",New Castle,DE,243,3.399,39.721420,-75.538720
182,1042,Union 76,US-441 & SR-100A,Lake City,FL,75,3.56233333,30.189340,-82.631420
183,1043,ONE9 #1401,I-75 EXIT 414  & US-41,Lake City,FL,75,3.259,30.184820,-82.639440
184,1043,SHELL DBA ONE9 #1401,I-75 EXIT 414  & US-41,Lake City,FL,75,3.244,30.184820,-82.639440
185,1047,TA MARIANNA TRAVEL CENTER,"I-10/SR-8, EXIT 142 & SR-71",Marianna,FL,20,3.60733333,30.722660,-85.192060
186,1075,PILOT TRAVEL CENTER #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,85,3.43233333,32.543750,-82.906550
187,1075,PILOT TRAVEL CENTERS #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,85,3.399,32.543750,-82.906550
188,1106,CIRCLE K #2705367,"I-20, EXIT 172",Thomson,GA,16,3.399,33.510750,-82.506820
189,1112,BC AMPRIDE TRUCK PLAZA,US-59/SR-141,Denison,IA,527,3.399,42.016660,-95.366230
190,1115,KWIK STAR #704,SR-57/SR-14,Parkersburg,IA,565,3.58233333,42.570450,-92.789470
191,1121,TRAVELERS OASIS,"I-84, EXIT 182",Eden,ID,787,3.799,42.578280,-114.301180
192,1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.819,42.481880,-87.947640
193,1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.879,42.481880,-87.947640
194,1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.779,42.481880,-87.947640
195,1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.769,42.481880,-87.947640
196,1132,SPEEDWAY #7423,"I-57, EXIT 83",Ina,IL,293,3.249,38.150610,-88.913140
197,1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.399,40.126530,-87.783420
198,1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.499,40.126530,-87.783420
199,1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.599,40.126530,-87.783420
200,1140,CIRCLE K #4701398,"I-55, EXIT 82 & SR-104",Divernon,IL,280,3.499,39.589800,-89.652340
201,1149,PILOT TRAVEL CENTER #30,"I-70, EXIT 96",Greenfield,IN,375,3.959,39.819490,-85.907250
202,1149,PILOT TRAVEL CENTERS #30,"I-70, EXIT 96",Greenfield,IN,375,3.959,39.819490,-85.907250
203,1151,SPEEDWAY #8061,"I-70, EXIT 115 & SR-109",Knightstown,IN,375,3.759,39.796190,-85.532130
204,1154,CIRCLE K #2704691,SR-71 & CR-214,Cedar Creek,TX,595,3.199,30.110190,-97.424860
205,1156,CIRCLE K #4700028,"I-74/US-421, EXIT 116 & SR-44",Shelbyville,IN,375,3.599,39.522940,-85.774250
206,1157,One9 #297,"I-70, EXIT 11 & SR-46",Terre Haute                             ,IN,510,3.43566666,39.430990,-87.409550
207,1158,PILOT TRAVEL CENTERS #36,US-30  & SR-49,Valparaiso,IN,365,3.869,41.430190,-87.027070
208,1158,PILOT TRAVEL CENTER #36,US-30  & SR-49,Valparaiso,IN,365,3.859,41.430190,-87.027070
209,1163,SHORT STOP #13,US-54,Emporia,KS,553,2.839,38.405600,-96.180160
210,1176,PILOT TRAVEL CENTERS #353,"I-75, EXIT 129",Georgetown,KY,410,3.20566666,38.272160,-84.555990
211,1179,PILOT TRAVEL CENTERS #399,"I-65, EXIT 105",Lebanon Junction,KY,415,3.609,37.827360,-85.721220
212,1196,SOUTHERN BELLE TRUCK STOP,US-61 & SR-964,Saint Francisville,LA,725,3.384,30.748850,-91.293520
213,1199,ALLTOWN MARKETS #306,"I-190, EXIT 7",Leominster,MA,178,3.68233333,42.523280,-71.747000
214,1202,ONE9 #290,"I-95, EXIT 93 & SR-222",Perryville,MD,22,3.599,39.590500,-76.061770
215,1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.549,39.116630,-88.569680
216,1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.349,39.116630,-88.569680
217,1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.439,39.116630,-88.569680
218,1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.399,39.116630,-88.569680
219,1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,465,3.499,42.278400,-85.656140
220,1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,465,3.099,42.278400,-85.656140
221,1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw                                 ,MI,465,3.599,42.197920,-85.970400
222,1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw                                 ,MI,465,3.559,42.197920,-85.970400
223,1217,KWIK TRIP #250,"I-90, EXIT 179",Austin,MN,515,3.374,43.666590,-92.975770
224,1218,CASEYS #3658,SR-210,Pillager,MN,522,3.299,46.336930,-94.380270
225,1225,AYERCO #35,US-61 & US-61 BUS,Bowling Green,MO,494,3.01566666,39.313280,-91.137050
226,1234,Lamar Travel Plaza,US-71 & US-160,Lamar,MO,416,3.199,37.494170,-94.316140
227,1236,AYERCO #44,US-36 & US-24,Palmyra,MO,494,3.01566666,39.833310,-91.517770
228,1240,TEMP STOP #103,US-65,Sedalia,MO,400,3.199,38.693130,-93.250880
229,1247,SNAPPY MART #11,US-63 & SR-14,West Plains,MO,535,3.299,36.821010,-92.097310
230,1251,MAPCO #3009,US-72,Corinth,MS,435,3.154,34.930930,-88.547510
231,1256,DOUBLE QUICK #89,US-82/US-278,Greenville,MS,655,3.25566666,33.399380,-91.051770
232,1265,JOE JOES TRAVEL CENTER,US-78 & RED BANKS RD S,Red Banks,MS,435,2.97233333,34.823920,-89.564580
233,1304,LOVES TRAVEL STOP #667,"I-85, EXIT 152",Mebane,NC,65,3.94733333,36.068240,-79.307670
234,1315,CIRCLE K #2720218,US-421 BUS & US-15/US-501/US-1,Sanford,NC,177,3.08233333,35.401750,-79.235280
235,1325,SCOTCHMAN #3303,US-421 & US-74,Wilmington,NC,245,3.629,34.242480,-77.859190
